ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID
2167	Resigaro	howler monkey	mono aullador, mono coto	singe hurleur, alouate	bugio, bugio vermelho, guariba, Alouata	animal	$oovú$ (guariba) {Epps}		oovú		oovú	oo v ú	Epps	1953
2168	Tariana	howler monkey	mono aullador, mono coto	singe hurleur, alouate	bugio, bugio vermelho, guariba, Alouata	animal	$íc̃i$ (macaco guariba) {Aikhenvald 2001}		íc̃i		íc̃i	í c̃ i	Aikhenvald 2001	1951
2169	Yukuna	howler monkey	mono aullador, mono coto	singe hurleur, alouate	bugio, bugio vermelho, guariba, Alouata	animal	$hímuʔu$ (alouta) {Schauer 2005}		hímuʔu		hímuʔu	h í m u ʔ u	Schauer 2005	1955
2170	Kabiyari	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	<pími> $pími$ (beija-flor) {Epps}	pími	pími		pími	p í m i	Epps	1957
2171	Piapoco	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	<sípi> $sípi$ (beija-flor) {Epps}	sípi	sípi		sípi	s í p i	Epps	1958
2172	Resigaro	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$píʔmí$ (beija-flor) {Epps}		píʔmí		píʔmí	p í ʔ m í	Epps	1957
2173	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		syawa-pími		syawa-pími	s y a w a p í m i	Aikhenvald 2001	1960
2174	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		púipipimi		púipipimi	p ú i p i p i m i	Aikhenvald 2001	1960
2175	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		puípipimi		puípipimi	p u í p i p i m i	Aikhenvald 2001	1960
2176	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		phiɾimic̃i-pími		phiɾimic̃i-pími	ph i ɾ i m i c̃ i p í m i	Aikhenvald 2001	1965
2177	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		kuiheni-pími		kuiheni-pími	k u i h e n i p í m i	Aikhenvald 2001	1960
2178	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		ku:ɾipími		ku:ɾipími	k u: ɾ i p í m i	Aikhenvald 2001	1960
2179	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		sawalí-pimi		sawalí-pimi	s a w a l í p i m i	Aikhenvald 2001	1960
2180	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		ñaholéda		ñaholéda	ñ a h o l é d a	Aikhenvald 2001	1969
2181	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		kuwhe-pími-ni		kuwhe-pími-ni	k u wh e p í m i n i	Aikhenvald 2001	1960
2182	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		kuwhe-pími		kuwhe-pími	k u wh e p í m i	Aikhenvald 2001	1960
2183	Tariana	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$syawa-pími$ (beija-flor) {Aikhenvald 2001}, $púipipimi$ (beija-flor) {Aikhenvald 2001}, $puípipimi$ (beija-flor) {Aikhenvald 2001}, $phiɾimic̃i-pími$ (beija-flor) {Aikhenvald 2001}, $kuiheni-pími$ (beija-flor) {Aikhenvald 2001}, $ku:ɾipími$ (beija-flor) {Aikhenvald 2001}, $sawalí-pimi$ (beija-flor) {Aikhenvald 2001}, $ñaholéda$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími-ni$ (beija-flor) {Aikhenvald 2001}, $kuwhe-pími$ (beija-flor) {Aikhenvald 2001}, $syawa-dúduɾi$ (beija-flor) {Aikhenvald 2001}		syawa-dúduɾi		syawa-dúduɾi	s y a w a d ú d u ɾ i	Aikhenvald 2001	1972
2184	Warekena	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$buruʃana$ (beija-flor) {Aikhenvald 2012}		buruʃana		buruʃana	b u r u ʃ a n a	Aikhenvald 2012	1961
2185	Yukuna	humminɡbird (general)	picaflor, colibrí	colibri	beija-flor, colibri	bird	$piʔimí$ (beija-flor) {Epps}		piʔimí		piʔimí	p i ʔ i m í	Epps	1957
2186	Piapoco	hurt oneself, injure oneself, VI, punctual	herir(se), lastimar(se)	se blesser	machucar-se	verb.int	$itʃáunáidaka$ (herir) {Klumpp 1995}		itʃáunáidaka		itʃáunáidaka	i tʃ á u n á i d a k a	Klumpp 1995	1973
2187	Achagua	hurt, be painful, VI, durative	doler	avoir mal à	machucar	verb.stat	$kaiwi:$ <káiwii> (dolor) {Melendez 2011}	káiwii	kaiwi:		kaiwi:	k a i w i:	Melendez 2011	1974
2188	Piapoco	hurt, be painful, VI, durative	doler	avoir mal à	machucar	verb.stat	$ikáitʃa$ (dolor) {Klumpp 1995}		ikáitʃa		ikáitʃa	i k á i tʃ a	Klumpp 1995	1975
2189	Resigaro	hurt, be painful, VI, durative	doler	avoir mal à	machucar	verb.stat	$vakʰá-jú$ (dor) {Epps}		vakʰá-jú		vakʰá-jú	v a kʰ á j ú	Epps	1976
2190	Tariana	hurt, be painful, VI, durative	doler	avoir mal à	machucar	verb.stat	$kaí-peɾi$ (dor) {Aikhenvald 2001}		kaí-peɾi		kaí-peɾi	k a í p e ɾ i	Aikhenvald 2001	1974
2191	Yukuna	hurt, be painful, VI, durative	doler	avoir mal à	machucar	verb.stat	$tʃapátakahe$ (machucar) {Schauer 2005}		tʃapátakahe		tʃapátakahe	tʃ a p á t a k a h e	Schauer 2005	1978
2192	Piapoco	hurt, injure, VT	herir, lastimar	blesser	ferir, machucar	verb.act	$nunúadaka$ (machucar) {Klumpp 1995}		nunúadaka		nunúadaka	n u n ú a d a k a	Klumpp 1995	1979
2193	Achagua	husband	marido, esposo	mari	marido	kinship	$i:niri$ <íiniri> (esposo) {Melendez 2011}	íiniri	i:niri		i:niri	i: n i r i	Melendez 2011	1980
2194	Baré	husband	marido, esposo	mari	marido	kinship	$ʰmi$ (marido) {Oliveira 93}		ʰmi		ʰmi	ʰm i	Oliveira 93	1981
2195	Piapoco	husband	marido, esposo	mari	marido	kinship	$unìri$ (marido) {H&R 1992}		unìri		unìri	u n ì r i	H&R 1992	1980
2196	Resigaro	husband	marido, esposo	mari	marido	kinship	$mýybé$ (esposo) {Allin 1979}, $-ʒíigi$ (esposo) {Allin 1979}		mýybé		mýybé	m ý y b é	Allin 1979	1983
2197	Resigaro	husband	marido, esposo	mari	marido	kinship	$mýybé$ (esposo) {Allin 1979}, $-ʒíigi$ (esposo) {Allin 1979}		-ʒíigi		-ʒíigi	ʒ í i g i	Allin 1979	1987
2198	Tariana	husband	marido, esposo	mari	marido	kinship	$nu-sa-niɾi$ (marido) {Aikhenvald 2001}		nu-sa-niɾi		nu-sa-niɾi	n u s a n i ɾ i	Aikhenvald 2001	1980
2199	Warekena	husband	marido, esposo	mari	marido	kinship	$numihi$ (esposo) {Aikhenvald 2012}		numihi		numihi	n u m i h i	Aikhenvald 2012	1985
2200	Yukuna	husband	marido, esposo	mari	marido	kinship	$yahnahi$ (marido) {Schauer 2005}		yahnahi		yahnahi	y a h n a h i	Schauer 2005	1986
2210	Baré	if	si	si	se	other	$si$ (se) {Oliveira 93}		si		si	s i	Oliveira 93	1988
2211	Piapoco	if	si	si	se	other	<asáisí> $asáisí$ (se) {Epps}, $kaalí$ (se) {H&R 1992}	asáisí	asáisí		asáisí	a s á i s í	Epps	1989
2212	Piapoco	if	si	si	se	other	<asáisí> $asáisí$ (se) {Epps}, $kaalí$ (se) {H&R 1992}		kaalí		kaalí	k aa l í	H&R 1992	1991
2213	Yukuna	if	si	si	se	other	$ee$ (se) {Schauer 2005}		ee		ee	ee	Schauer 2005	1990
2214	Resigaro	illuminate, shine light on	iluminar	éclairer	iluminar	verb.act	$ʔ-khú$ (iluminar) {Allin 1979}		ʔ-khú		ʔ-khú	ʔ kh ú	Allin 1979	1992
2215	Yukuna	illuminate, shine light on	iluminar	éclairer	iluminar	verb.act	$kanakahe$ (iluminar) {Schauer 2005}		kanakahe		kanakahe	k a n a k a h e	Schauer 2005	1993
2216	Tariana	imitate (animal cry, person)	remedar	imiter	remedar, arremedar, imitar	verb.act	$di-áya$ (imitar) {Aikhenvald 2001}		di-áya		di-áya	d i á y a	Aikhenvald 2001	1994
2217	Yukuna	imitate (animal cry, person)	remedar	imiter	remedar, arremedar, imitar	verb.act	$petʃúwaʔakahe$ (imitar) {Schauer 2005}		petʃúwaʔakahe		petʃúwaʔakahe	p e tʃ ú w a ʔ a k a h e	Schauer 2005	1995
2218	Achagua	in	en	dans, en	em	ad.in	$ne:ra$ <néera> (en) {Melendez 20111}, $ne:eni$ <néeni> (en) {Melendez 20111}, $ja:ku$ <jáaku> (en) {Melendez 20111}, $naku$ <náku> (en) {Melendez 20111}, $riku$ <ríku> (en) {Melendez 20111}, $i:bi$ <íibi> (en) {Melendez 2011}	néera	ne:ra		ne:ra	n e: r a	Melendez 20111	1996
2219	Achagua	in	en	dans, en	em	ad.in	$ne:ra$ <néera> (en) {Melendez 20111}, $ne:eni$ <néeni> (en) {Melendez 20111}, $ja:ku$ <jáaku> (en) {Melendez 20111}, $naku$ <náku> (en) {Melendez 20111}, $riku$ <ríku> (en) {Melendez 20111}, $i:bi$ <íibi> (en) {Melendez 2011}	néeni	ne:eni		ne:eni	n e: e n i	Melendez 20111	2002
2220	Achagua	in	en	dans, en	em	ad.in	$ne:ra$ <néera> (en) {Melendez 20111}, $ne:eni$ <néeni> (en) {Melendez 20111}, $ja:ku$ <jáaku> (en) {Melendez 20111}, $naku$ <náku> (en) {Melendez 20111}, $riku$ <ríku> (en) {Melendez 20111}, $i:bi$ <íibi> (en) {Melendez 2011}	jáaku	ja:ku		ja:ku	j a: k u	Melendez 20111	1997
2221	Achagua	in	en	dans, en	em	ad.in	$ne:ra$ <néera> (en) {Melendez 20111}, $ne:eni$ <néeni> (en) {Melendez 20111}, $ja:ku$ <jáaku> (en) {Melendez 20111}, $naku$ <náku> (en) {Melendez 20111}, $riku$ <ríku> (en) {Melendez 20111}, $i:bi$ <íibi> (en) {Melendez 2011}	náku	naku		naku	n a k u	Melendez 20111	1997
2222	Achagua	in	en	dans, en	em	ad.in	$ne:ra$ <néera> (en) {Melendez 20111}, $ne:eni$ <néeni> (en) {Melendez 20111}, $ja:ku$ <jáaku> (en) {Melendez 20111}, $naku$ <náku> (en) {Melendez 20111}, $riku$ <ríku> (en) {Melendez 20111}, $i:bi$ <íibi> (en) {Melendez 2011}	ríku	riku		riku	r i k u	Melendez 20111	1997
2223	Achagua	in	en	dans, en	em	ad.in	$ne:ra$ <néera> (en) {Melendez 20111}, $ne:eni$ <néeni> (en) {Melendez 20111}, $ja:ku$ <jáaku> (en) {Melendez 20111}, $naku$ <náku> (en) {Melendez 20111}, $riku$ <ríku> (en) {Melendez 20111}, $i:bi$ <íibi> (en) {Melendez 2011}	íibi	i:bi		i:bi	i: b i	Melendez 2011	2007
2224	Baré	in	en	dans, en	em	ad.in	$uku$ (em) {Oliveira 93}		uku		uku	u k u	Oliveira 93	1997
2225	Kabiyari	in	en	dans, en	em	ad.in	<-liku> (em) {H&R 1992}	-liku			-liku	l i k u	H&R 1992	1997
2226	Piapoco	in	en	dans, en	em	ad.in	<irìcu> $irìku$ (em) {Epps}	irìcu	irìku		irìku	i r ì k u	Epps	1997
2227	Resigaro	in	en	dans, en	em	ad.in	$-gikó$ (em) {H&R 1992}		-gikó		-gikó	g i k ó	H&R 1992	1997
2228	Yukuna	in	en	dans, en	em	ad.in	$tʃihá$ (em) {Epps}, $tʃu$ (em) {Epps}		tʃihá		tʃihá	tʃ i h á	Epps	2001
2229	Yukuna	in	en	dans, en	em	ad.in	$tʃihá$ (em) {Epps}, $tʃu$ (em) {Epps}		tʃu		tʃu	tʃ u	Epps	2001
2230	Baré	infant	bebé, infante	bébé	bebê, criança	other	$hamititʃare$ (criança) {Oliveira 93}		hamititʃare		hamititʃare	h a m i t i tʃ a r e	Oliveira 93	2008
2231	Piapoco	infant	bebé, infante	bébé	bebê, criança	other	$tʃì:tʃi$ (bebé) {Klumpp 1995}		tʃì:tʃi		tʃì:tʃi	tʃ ì: tʃ i	Klumpp 1995	2009
2232	Resigaro	infant	bebé, infante	bébé	bebê, criança	other	$ʒaánú$ (bebê) {Allin 1979}		ʒaánú		ʒaánú	ʒ a á n ú	Allin 1979	2010
2233	Yukuna	infant	bebé, infante	bébé	bebê, criança	other	$keɾákoʔopa$ (bebê) {Schauer 2005}		keɾákoʔopa		keɾákoʔopa	k e ɾ á k o ʔ o p a	Schauer 2005	2011
2244	Achagua	intestines, guts	intestino (entrañas)	intestins	intestino	body part	$i:jakuaʃi$ <íijakuaʃi> (tripas, intestinos) {Melendez 2011}	íijakuaʃi	i:jakuaʃi		i:jakuaʃi	i: j a k u a ʃ i	Melendez 2011	2012
2245	Kabiyari	intestines, guts	intestino (entrañas)	intestins	intestino	body part	<ihá-pia> $ihá-pia$ (intestino) {Epps}	ihá-pia	ihá-pia		ihá-pia	i h á p i a	Epps	2013
2246	Piapoco	intestines, guts	intestino (entrañas)	intestins	intestino	body part	<yapicúa> $japikúa$ (intestino) {Epps}	yapicúa	japikúa		japikúa	j a p i k ú a	Epps	2014
2247	Resigaro	intestines, guts	intestino (entrañas)	intestins	intestino	body part	$iiʔʃákó$ (intestino) {Epps}		iiʔʃákó		iiʔʃákó	ii ʔʃ á k ó	Epps	2015
2248	Tariana	intestines, guts	intestino (entrañas)	intestins	intestino	body part	$ihá-kha$ (intestino) {Aikhenvald 2001}		ihá-kha		ihá-kha	i h á kh a	Aikhenvald 2001	2016
2249	Warekena	intestines, guts	intestino (entrañas)	intestins	intestino	body part	$tsiapi$ (intestinos) {Aikhenvald 2012}, $tʃyapi$ (intestino) {Aikhenvald 2012}		tsiapi		tsiapi	ts i a p i	Aikhenvald 2012	2017
2250	Warekena	intestines, guts	intestino (entrañas)	intestins	intestino	body part	$tsiapi$ (intestinos) {Aikhenvald 2012}, $tʃyapi$ (intestino) {Aikhenvald 2012}		tʃyapi		tʃyapi	tʃ y a p i	Aikhenvald 2012	2017
2251	Yukuna	intestines, guts	intestino (entrañas)	intestins	intestino	body part	$iʔihɲepitʃihi$ (intestino) {Epps}		iʔihɲepitʃihi		iʔihɲepitʃihi	i ʔ i h ɲ e p i tʃ i h i	Epps	2018
2252	Achagua	island	isla	isle	ilha	terrain	$wowaiʃi$ <wówaiʃi> (isla) {Melendez 2011}	wówaiʃi	wowaiʃi		wowaiʃi	w o w a i ʃ i	Melendez 2011	2019
2253	Baré	island	isla	isle	ilha	terrain	$kadunuri$ (ilha) {Oliveira 93}		kadunuri		kadunuri	k a d u n u r i	Oliveira 93	2020
2254	Piapoco	island	isla	isle	ilha	terrain	$iwàwata$ (ilha) {H&R 1992}		iwàwata		iwàwata	i w à w a t a	H&R 1992	2019
2255	Resigaro	island	isla	isle	ilha	terrain	$tétyoí$ (ilha) {Allin 1979}		tétyoí		tétyoí	t é t y o í	Allin 1979	2022
2256	Tariana	island	isla	isle	ilha	terrain	$maká-kyeɾe$ (ilha) {Aikhenvald 2001}		maká-kyeɾe		maká-kyeɾe	m a k á k y e ɾ e	Aikhenvald 2001	2023
2257	Warekena	island	isla	isle	ilha	terrain	$kadunuɾi$ (ilha) {Aikhenvald 2012}		kadunuɾi		kadunuɾi	k a d u n u ɾ i	Aikhenvald 2012	2020
2258	Yukuna	island	isla	isle	ilha	terrain	$paɾanakuwa$ (ilha) {Schauer 2005}		paɾanakuwa		paɾanakuwa	p a ɾ a n a k u w a	Schauer 2005	2025
2259	Achagua	issue light, shine light (VI)	alumbrar	eclairer	iluminar, brilhar	verb.int	$keneri$ <kéneri> (alumbrar) {Melendez 2011}	kéneri	keneri		keneri	k e n e r i	Melendez 2011	2026
2260	Resigaro	issue light, shine light (VI)	alumbrar	eclairer	iluminar, brilhar	verb.int	$-khú$ (iluminar) {Allin 1979}		-khú		-khú	kh ú	Allin 1979	2027
2261	Yukuna	issue light, shine light (VI)	alumbrar	eclairer	iluminar, brilhar	verb.int	$kanakahe$ (iluminar) {Schauer 2005}		kanakahe		kanakahe	k a n a k a h e	Schauer 2005	2026
2262	Tariana	itch	dar comezon	démanger, gratter	coceira	verb.stat	$pa-kasya-nípe$ (coceira) {Aikhenvald 2001}		pa-kasya-nípe		pa-kasya-nípe	p a k a s y a n í p e	Aikhenvald 2001	2028
2263	Achagua	jaguar	tigre, jaguar	jaguar	onça	animal	$tʃa:wi$ <tʃáawi> (jaguar) {Melendez 2011}	tʃáawi	tʃa:wi		tʃa:wi	tʃ a: w i	Melendez 2011	2029
2264	Baré	jaguar	tigre, jaguar	jaguar	onça	animal	$kuati$ (onça) {Oliveira 93}		kuati		kuati	k u a t i	Oliveira 93	2030
2265	Kabiyari	jaguar	tigre, jaguar	jaguar	onça	animal	<tʃáawi> (onça) {hr01}	tʃáawi			tʃáawi	tʃ á a w i	hr01	2029
2266	Piapoco	jaguar	tigre, jaguar	jaguar	onça	animal	<tsá(a)wi> $tsá(a)wi$ (onça) {hr01}, <catànèeri cháwi> $katànèeɾi tʃáwi$ (onça) {Epps}	tsá(a)wi	tsá(a)wi		tsá(a)wi	ts á ( a ) w i	hr01	2029
2267	Piapoco	jaguar	tigre, jaguar	jaguar	onça	animal	<tsá(a)wi> $tsá(a)wi$ (onça) {hr01}, <catànèeri cháwi> $katànèeɾi tʃáwi$ (onça) {Epps}	catànèeri cháwi	katànèeɾi tʃáwi		katànèeɾi tʃáwi	k a t à n è e ɾ i _ tʃ á w i	Epps	2037
2268	Resigaro	jaguar	tigre, jaguar	jaguar	onça	animal	$íiní$ (onça) {Epps}		íiní		íiní	í i n í	Epps	2033
2269	Tariana	jaguar	tigre, jaguar	jaguar	onça	animal	$yáwi$ (onça) {Aikhenvald 2001}, $ne:ɾíyawi$ (onça) {Aikhenvald 2001}, $peɾoalí-na$ (onça) {Aikhenvald 2001}		yáwi		yáwi	y á w i	Aikhenvald 2001	2029
2270	Tariana	jaguar	tigre, jaguar	jaguar	onça	animal	$yáwi$ (onça) {Aikhenvald 2001}, $ne:ɾíyawi$ (onça) {Aikhenvald 2001}, $peɾoalí-na$ (onça) {Aikhenvald 2001}		ne:ɾíyawi		ne:ɾíyawi	n e: ɾ í y a w i	Aikhenvald 2001	2038
2271	Tariana	jaguar	tigre, jaguar	jaguar	onça	animal	$yáwi$ (onça) {Aikhenvald 2001}, $ne:ɾíyawi$ (onça) {Aikhenvald 2001}, $peɾoalí-na$ (onça) {Aikhenvald 2001}		peɾoalí-na		peɾoalí-na	p e ɾ o a l í n a	Aikhenvald 2001	2039
2272	Warekena	jaguar	tigre, jaguar	jaguar	onça	animal	$waʃi$ (onça) {Aikhenvald 2012}		waʃi		waʃi	w a ʃ i	Aikhenvald 2012	2035
2273	Yukuna	jaguar	tigre, jaguar	jaguar	onça	animal	$háwi$ (jaguar) {Epps}		háwi		háwi	h á w i	Epps	2029
2274	Piapoco	jaw	mandíbula	mâchoire	mandíbula	body part	$nuβé:sabà:$ (mandíbula) {Klumpp 1995}		nuβé:sabà:		nuβé:sabà:	n u β é:s a b à:	Klumpp 1995	2040
2275	Resigaro	jaw	mandíbula	mâchoire	mandíbula	body part	$-kaʔakáú$ (madíbula) {Allin 1979}		-kaʔakáú		-kaʔakáú	k a ʔ a k á ú	Allin 1979	2041
2276	Achagua	jump	saltar (brincar)	sauter	saltar	verb.act	$e:nueriu$ <éenueriu> (saltar) {Melendez 2011}	éenueriu	e:nueriu		e:nueriu	e: n u e r i u	Melendez 2011	2042
2277	Piapoco	jump	saltar (brincar)	sauter	saltar	verb.act	$nupisìakaβa$ (saltar) {Klumpp 1995}		nupisìakaβa		nupisìakaβa	n u p i s ì a k a β a	Klumpp 1995	2043
2278	Resigaro	jump	saltar (brincar)	sauter	saltar	verb.act	$tua-ʒú$ (saltar) {Allin1979}		tua-ʒú		tua-ʒú	t u a ʒ ú	Allin1979	2044
2279	Yukuna	jump	saltar (brincar)	sauter	saltar	verb.act	$heɲoʔokaho$ (saltar) {Schauer 2005}		heɲoʔokaho		heɲoʔokaho	h e ɲ o ʔ o k a h o	Schauer 2005	2045
2280	Achagua	kick	patear/dar patadas	frapper avec le pied	chutar	verb.act	$bawederi$ <báwederi> (patear) {Melendez 2011}	báwederi	bawederi		bawederi	b a w e d e r i	Melendez 2011	2046
2281	Piapoco	kick	patear/dar patadas	frapper avec le pied	chutar	verb.act	$nubaβàidaka$ (patear) {Klumpp 1995}		nubaβàidaka		nubaβàidaka	n u b a β à i d a k a	Klumpp 1995	2047
